,Label_0,Label_1,Label_2,Label_3,Label_4,Label_5,Label_6,Label_7,Label_8,Label_9,Label_10,Label_11,Label_12,Label_13,Label_14,Label_15,Label_16,Label_17,Label_18,Label_19,Label_20,Label_21,Label_22,Label_23,Label_24,Label_25,Label_26,Label_27,Label_28,Label_29,Label_30,Label_31,Label_32,Label_33,Label_34,Label_35,Label_36,Label_37,Label_38,Label_39,Label_40,Label_41,Label_42,Label_43,Label_44,Label_45,Label_46,Label_47,Label_48,Label_49,Label_50,Label_51,Label_52,Label_53,Label_54,Label_55,Label_56,Label_57,Label_58,Label_59,Label_60,Label_61,Label_62,Label_63,Label_64,Label_65,Label_66,Label_67,Label_68,Label_69,Label_70,Label_71,Label_72,Label_73,Label_74,Label_75,Label_76,Label_77,Label_78,Label_79,Label_80,Label_81,Label_82,Label_83,Label_84,Label_85,Label_86,Label_87,Label_88,Label_89,Label_90,Label_91,Label_92,Label_93,Label_94,Label_95,Label_96,Label_97,Label_98,Label_99
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,6,0,0,6,0,0,0,0,0,0,0,0,6,0,0,6,0,0,6,0,6,6,0,0,0,0,0,6,6,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,8,0,0,0,8,8,0,8,0,8,0,0,8,0,0,0,8,0,8,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,8,0
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,7,7,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,8,0,0,0,8,0,8,0,8,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,8,0
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0,0,0,7,0,7,0,0,0,7,0,0,0,7,0,7,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,7,0,0,0,0,0,0,7,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0
69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,7,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,7,7,7,0,7,0,0,0,0,0,0,0,0,0,7,0,7,7,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,7,0
70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,0,7,7,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,7,7,7,0,0,0,7,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0
71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,7,7,7,7,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,7,0,0,0,0,0,0
72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,0,8,0,0,8,0,0,8,0,0,0,0,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,8,0,0,8,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,0,7,7,0,0,0,7,0,7,0,0,7,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,7,7,0,7,0,0,0,7,7,0,0,0,0,0,0,7,0,0,0
74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,8,8,8,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,8,8,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,8,0,0,0,0,0,0,8,0,0
75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,0,8,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,8,0,0,8,8,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,8
76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,0,8,0,0,8,8,0,8,0,0,0,0,0,8,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,8,0,8,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,9,9,0,9,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,9,0,0,0,0,0,0,0,0,9,9,9,0,9,9,0,9,0,0,0,9,0,0,9,0,0,0,0,9,0,9,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,8,0,0,8,0,0,0,0,0,0,8,0,8,8,0,0,0,0,8,0,0,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,8,0,0,8,8,8,8,8,8
79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,7,0,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,7,0,7
80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,7,0,0,7,7,7,0,0,0,0,7,7,0,0,7,7,0,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,7,0,0,0,0,0,7,7,0
81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,8,0,8,8,0,0,8,8,8,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,8,0,0,0,0,8,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0
82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,8,0,0,0,0,8,0,8,0,8,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,8,0,8,8,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,8,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,7,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,7,0,7,7,0,7,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,7,0,0,7,0,0,0,7
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,9,9,9,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,9,0,9,0,0,9,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7,0,0,0,0,0,7,0,0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,7,7,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,7,0,7,0,0,7,0,7
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,7,7,0,0,7,0,7,0,0,0,0,7,7,0,0,0,7,0,7,0,0,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,7,0,0,7,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,8,0,0,0,0,8,0,0,0,0,0,8,8,0,8,0,0,0,0,8,8,8,0,0,8,0,0,0,0,0,0,0,8,8,0,0
88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,8,0,0,0,8,0,8,0,0,0,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,8,0,0,0,8,0,0,0,8,0,0,8,0,0,8,8,0,0,0,0,0,8,0,0,0,0,0,8,0,8
89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,8,0,0,8,8,0,0,8,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,0,8,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,8,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,8,0,0,8,8,0,0,0,0,0,0,8,0,0,8,0,8,0
91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,7,0,0,7,7,0,7,0,7,7,0,0,0,0,7,0,0,0,0,0,7,0,7,7,7,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,0,7
92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,7,7,0,7,0,7,7,0,0,0,0,7,0,0,0,7,0,0,7,0,7,7,7,0,0,0,0,0,0,7,0,7
93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,8,0,8,0,0,0,0,0,0,0,8,0,0,8,8,8,0,8,8,8,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,8,0
94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,7,0,0,0,0,7,0,0,7,0,0,0,0,7,0,0,0,0,7,0,7,0,7,0,0,7,0,0,7,0,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,7,0,7,0,0
95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,9,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,0,0,0,0,0,0,0,9,0,0,0,0,0,9,9,0,9,0,0,9,0,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,9,9
96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,0,0,0,9,0,0,9,0,0,0,9,0,0,0,9,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,9,9,0,0,9,0,0,0,0,0,0,9,0,0,9,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,9,0,0,9,0,0,9,0,0,0,0,0,0,9,9,0,0,0,0,0,0,9,0,9,0,0,9,0,0,0,0,0,9,0,9,0,0,0,9,9,0,0,0,0,9,0,0,9,9,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9
98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,7,0,0,0,0,0,0,7,0,0,0,7,0,0,0,7,0,7,7,0,7,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,7,0,0,7,7,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,8,8,0,0,0,0,0,0,0,0,8,8,8,8,0,0,8,8,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,8,8,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,8,0,0
,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,450,114,87,104,82,70,75,62,69,39,77,89,89,108,62,59,50,70,61,72,78,68,73,106,54,81,82,89,69,53,55,58,111,79,52,75,61,48,88,72,104,87,53,76,76,111,117,70,38,87,91,92,59,44,86,92,63,122,55,129,101,70,94,99,68,60,138,52,61,52,60,45,59,35,70,22,,,,,
